2564,2,14,17
2564,2,16,0
2564,2,16,9
2564,2,16,21
2564,2,18,17
2564,2,19,13
2564,2,19,17
2564,2,22,21
2564,2,24,17
2564,2,26,0
2564,2,26,9
2564,2,26,21
2564,2,28,1
2564,2,28,3
2564,2,28,7
2564,2,28,11
2564,2,28,17
2564,2,28,21
2564,2,28,23
2564,3,1,17
2564,3,2,5
2564,3,2,17
2564,3,3,21
2564,3,5,15
2564,3,7,0
2564,3,7,7
2564,3,8,1
2564,3,8,21
2564,3,10,0
2564,3,10,15
2564,3,10,21
2564,3,10,23
2564,3,13,1
2564,3,13,15
2564,3,13,21
2564,3,15,15
2564,3,17,0
2564,3,17,7
2564,3,17,21
2564,3,18,1
2564,3,18,21
2564,3,20,15
2564,3,22,0
2564,3,22,21
2564,3,25,13
2564,3,25,15
2564,3,27,0
2564,3,27,7
2564,3,27,21
2564,3,28,1
2564,3,28,21
2564,3,30,15
2564,4,2,21
2564,4,3,0
2564,4,4,23
2564,4,6,11
2564,4,6,15
2564,4,16,9
2564,4,22,21
2564,4,24,15
2564,4,24,17
2564,4,26,9
2564,4,27,9
2564,4,27,13
2564,4,28,7
2564,4,28,11
2564,5,1,5
2564,5,1,15
2564,5,1,17
2564,5,2,21
2564,5,6,0
2564,5,6,7
2564,5,6,9
2564,5,7,1
2564,5,7,17
2564,5,8,17
2564,5,9,0
2564,5,9,15
2564,5,9,17
2564,5,9,23
2564,5,10,0
2564,5,10,11
2564,5,10,13
2564,5,10,23
2564,5,13,17
2564,5,14,15
2564,5,14,17
2564,5,16,0
2564,5,16,7
2564,5,16,9
2564,5,17,1
2564,5,17,17
2564,5,18,17
2564,5,19,15
2564,5,19,17
2564,5,21,0
2564,5,21,9
2564,5,22,3
2564,5,22,23
2564,5,26,0
2564,5,26,7
2564,5,26,9
2564,5,27,1
2564,5,27,17
2564,5,29,15
2564,5,29,17
2564,6,2,0
2564,6,2,1
2564,6,3,0
2564,6,3,15
2564,6,3,17
2564,6,3,23
2564,7,6,13
2564,7,6,17
2564,7,6,21
2564,7,7,7
2564,7,7,11
2564,7,8,23
2564,7,11,3
2564,7,11,7
2564,7,11,11
2564,7,11,13
2564,7,11,15
2564,7,11,17
2564,7,11,21
2564,7,11,23
2564,7,12,7
2564,7,12,9
2564,7,15,9
2564,7,16,13
2564,7,17,0
2564,7,17,3
2564,7,17,7
2564,7,17,11
2564,7,17,17
2564,7,17,23
2564,7,18,15
2564,7,18,17
2564,7,20,0
2564,7,20,9
2564,7,20,21
2564,7,21,3
2564,7,21,21
2564,7,21,23
2564,7,23,3
2564,7,23,5
2564,7,23,23
2564,7,26,13
2564,7,27,7
2564,7,27,11
2564,7,28,23
2564,7,30,9
2564,7,30,21
2564,7,31,3
2564,7,31,21
2564,7,31,23
2564,8,2,23
2564,8,4,11
2564,8,4,15
2564,8,5,13
2564,8,8,1
2564,8,8,11
2564,8,8,21
2564,8,10,1
2564,8,10,7
2564,8,10,9
2564,8,10,13
2564,8,10,15
2564,8,10,17
2564,8,10,23
2564,8,11,1
2564,8,11,5
2564,8,11,9
2564,8,11,11
2564,8,11,13
2564,8,11,17
2564,8,11,21
2564,8,12,5
2564,8,12,9
2564,8,14,9
2564,8,14,11
2564,8,16,11
2564,8,17,5
2564,8,17,9
2564,8,18,1
2564,8,18,11
2564,8,18,21
2564,8,20,1
2564,8,20,7
2564,8,20,9
2564,8,20,13
2564,8,20,15
2564,8,20,21
2564,8,20,23
2564,8,21,9
2564,8,21,11
2564,8,22,0
2564,8,22,5
2564,8,22,7
2564,8,22,9
2564,8,22,13
2564,8,22,15
2564,8,22,17
2564,8,24,9
2564,8,24,11
2564,8,25,9
2564,8,25,13
2564,8,26,11
2564,8,28,1
2564,8,28,11
2564,8,28,21
2564,8,30,1
2564,8,30,7
2564,8,30,9
2564,8,30,15
2564,8,30,17
2564,8,30,21
2564,8,30,23
2564,9,1,5
2564,9,1,9
2564,9,3,0
2564,9,3,1
2564,9,3,5
2564,9,3,7
2564,9,3,9
2564,9,3,11
2564,9,4,1
2564,9,4,5
2564,9,4,7
2564,9,4,9
2564,9,4,13
2564,9,4,17
2564,9,4,21
2564,9,5,11
2564,9,6,5
2564,9,6,9
2564,9,7,11
2564,9,10,7
2564,9,11,3
2564,9,11,9
2564,9,11,23
2564,9,14,9
2564,9,15,0
2564,9,15,1
2564,9,15,3
2564,9,15,7
2564,9,15,11
2564,9,15,17
2564,9,15,23
2564,9,16,1
2564,9,16,3
2564,9,16,7
2564,9,16,9
2564,9,16,13
2564,9,16,15
2564,9,16,17
2564,9,16,21
2564,9,17,0
2564,9,17,11
2564,9,18,0
2564,9,18,1
2564,9,18,9
2564,9,18,11
2564,9,18,13
2564,9,18,15
2564,9,18,21
2564,9,21,3
2564,9,21,23
2564,9,23,9
2564,9,23,11
2564,9,23,15
2564,9,24,9
2564,9,26,3
2564,9,26,9
2564,9,26,23
2564,9,27,0
2564,9,27,3
2564,9,27,11
2564,9,27,13
2564,9,27,15
2564,9,27,17
2564,9,27,23
2564,9,28,1
2564,9,28,9
2564,9,28,11
2564,9,28,13
2564,9,28,15
2564,9,28,21
2564,9,30,7
2564,9,30,11
2564,10,1,3
2564,10,1,9
2564,10,1,23
2564,10,3,11
2564,10,3,15
2564,10,4,9
2564,10,5,7
2564,10,5,11
2564,10,6,3
2564,10,6,9
2564,10,6,23
2564,11,8,15
2564,11,8,17
2564,11,15,15
2564,11,15,17
2564,11,17,0
2564,11,17,1
2564,11,17,11
2564,11,17,13
2564,11,17,15
2564,11,17,17
2564,11,17,21
2564,11,18,3
2564,11,18,7
2564,11,18,11
2564,11,18,13
2564,11,18,15
2564,11,18,17
2564,11,18,23
2564,11,27,15
2564,11,27,17
2564,11,28,15
2564,11,28,17
2564,11,29,7
2564,11,29,11
2564,11,30,3
2564,11,30,23
2564,12,7,5
2564,12,7,15
2564,12,7,17
2564,12,8,1
2564,12,8,15
2564,12,8,17
2564,12,10,13
2564,12,10,17
2564,12,12,0
2564,12,12,1
2564,12,12,9
2564,12,12,15
2564,12,12,21
2564,12,14,17
2564,12,15,13
2564,12,15,17
2564,12,16,15
2564,12,16,17
2564,12,17,5
2564,12,17,17
2564,12,18,1
2564,12,18,15
2564,12,18,21
2564,12,19,17
2564,12,20,13
2564,12,20,17
2564,12,22,0
2564,12,22,5
2564,12,22,9
2564,12,22,15
2564,12,22,21
2564,12,24,1
2564,12,24,3
2564,12,24,7
2564,12,24,17
2564,12,24,21
2564,12,24,23
2564,12,26,15
2564,12,26,17
2564,12,27,5
2564,12,27,15
2564,12,27,17
2564,12,28,1
2564,12,28,15
2564,12,28,17
2564,12,28,21
2564,12,29,17
2564,12,30,13
2565,1,1,0
2565,1,1,1
2565,1,1,5
2565,1,1,9
2565,1,1,15
2565,1,3,17
2565,1,4,0
2565,1,4,1
2565,1,4,5
2565,1,4,7
2565,1,4,9
2565,1,4,13
2565,1,4,17
2565,1,4,21
2565,1,4,23
2565,1,5,0
2565,1,5,1
2565,1,5,3
2565,1,5,21
2565,1,5,23
2565,1,7,1
2565,1,7,15
2565,1,7,17
2565,1,7,21
2565,1,8,17
2565,1,9,15
2565,1,11,0
2565,1,11,7
2565,1,11,21
2565,1,12,1
2565,1,12,17
2565,1,12,21
2565,1,14,15
2565,1,16,0
2565,1,16,21
2565,1,17,3
2565,1,17,21
2565,1,17,23
2565,1,19,15
2565,1,21,0
2565,1,21,7
2565,1,21,21
2565,1,22,1
2565,1,22,17
2565,1,22,21
2565,1,24,15
2565,1,28,0
2565,1,29,0
2565,1,29,15
2565,1,29,23
2565,1,31,0
2565,1,31,1
2565,1,31,5
2565,1,31,7
2565,1,31,11
2565,1,31,15
2565,1,31,21
2565,2,1,1
2565,2,1,17
2565,2,1,21
