1933,1,26,9
1933,1,27,5
1933,1,27,23
1933,1,28,1
1933,1,28,7
1933,1,28,9
1933,1,28,15
1933,1,28,17
1933,1,28,19
1933,1,28,21
1933,2,4,11
1933,2,7,3
1933,2,7,9
1933,2,7,23
1933,2,8,3
1933,2,8,13
1933,2,8,19
1933,2,8,23
1933,2,9,1
1933,2,9,13
1933,2,9,19
1933,2,9,21
1933,2,12,3
1933,2,12,9
1933,2,12,23
1933,2,16,7
1933,2,16,11
1933,2,17,9
1933,2,19,0
1933,2,19,1
1933,2,19,9
1933,2,19,11
1933,2,19,13
1933,2,19,21
1933,2,21,1
1933,2,21,7
1933,2,21,11
1933,2,21,13
1933,2,21,17
1933,2,21,19
1933,2,21,21
1933,2,22,3
1933,2,22,9
1933,2,22,23
1933,2,25,9
1933,2,26,7
1933,2,26,11
1933,2,27,9
1933,2,28,0
1933,2,28,11
1933,2,28,19
1933,3,1,0
1933,3,1,1
1933,3,1,13
1933,3,1,19
1933,3,1,21
1933,3,3,7
1933,3,3,11
1933,3,4,0
1933,3,4,3
1933,3,4,7
1933,3,4,9
1933,3,4,13
1933,3,4,17
1933,3,4,19
1933,3,4,23
1933,4,8,0
1933,4,8,1
1933,4,8,3
1933,4,8,7
1933,4,8,9
1933,4,8,13
1933,4,8,17
1933,4,8,21
1933,4,8,23
1933,4,9,0
1933,4,9,3
1933,4,9,7
1933,4,9,13
1933,4,9,15
1933,4,9,17
1933,4,9,23
1933,4,10,3
1933,4,10,11
1933,4,10,13
1933,4,13,0
1933,4,13,3
1933,4,15,3
1933,4,15,11
1933,4,17,3
1933,4,17,23
1933,4,18,0
1933,4,18,1
1933,4,18,3
1933,4,18,7
1933,4,18,9
1933,4,18,13
1933,4,18,17
1933,4,18,21
1933,4,18,23
1933,4,20,3
1933,4,20,11
1933,4,20,13
1933,4,23,0
1933,4,23,3
1933,4,24,17
1933,4,25,3
1933,4,25,11
1933,4,27,3
1933,4,27,23
1933,4,28,0
1933,4,28,1
1933,4,28,3
1933,4,28,7
1933,4,28,9
1933,4,28,13
1933,4,28,17
1933,4,28,21
1933,4,28,23
1933,4,29,0
1933,4,29,3
1933,4,29,7
1933,4,29,15
1933,4,29,17
1933,4,29,23
1933,4,30,0
1933,4,30,1
1933,4,30,3
1933,4,30,9
1933,4,30,11
1933,4,30,13
1933,4,30,21
1933,4,30,23
1933,5,3,0
1933,5,3,3
1933,5,4,3
1933,5,4,17
1933,5,5,3
1933,5,5,11
1933,6,7,1
1933,6,7,3
1933,6,7,7
1933,6,7,9
1933,6,7,13
1933,6,7,15
1933,6,7,17
1933,6,7,21
1933,6,8,3
1933,6,8,7
1933,6,8,11
1933,6,8,13
1933,6,8,15
1933,6,8,17
1933,6,8,19
1933,6,9,3
1933,6,9,11
1933,6,9,13
1933,6,12,3
1933,6,12,19
1933,6,13,3
1933,6,13,17
1933,6,14,3
1933,6,14,11
1933,6,16,3
1933,6,17,1
1933,6,17,3
1933,6,17,7
1933,6,17,9
1933,6,17,13
1933,6,17,17
1933,6,17,19
1933,6,17,21
1933,6,19,3
1933,6,19,11
1933,6,19,13
1933,6,22,3
1933,6,22,19
